Period,Scenario,LoadLevel,Almeria,Barcelona,Bilbao,Caceres,Cadiz,Cartagena,Lugo,Madrid,Sevilla,Valencia,Valladolid
2030,CY2015,03-10 05:00:00+01:00,0.044520782,0.356166255,0.267124691,0.089041564,0.178083128,0.178083128,0.044520782,0.356166255,0.311645474,0.22260391,0.133562346
2030,CY2015,03-10 06:00:00+01:00,0.048645713,0.389165708,0.291874281,0.097291427,0.194582855,0.194582855,0.048645713,0.389165708,0.340519995,0.243228568,0.145937141
2030,CY2015,03-10 07:00:00+01:00,0.055848847,0.446790776,0.335093082,0.111697694,0.223395389,0.223395389,0.055848847,0.446790776,0.390941929,0.279244235,0.167546541
2030,CY2015,03-10 08:00:00+01:00,0.060797108,0.486376859,0.364782645,0.121594215,0.24318843,0.24318843,0.060797108,0.486376859,0.425579752,0.303985538,0.182391323
2030,CY2015,03-10 09:00:00+01:00,0.062325073,0.498600584,0.373950437,0.124650146,0.249300292,0.249300292,0.062325073,0.498600584,0.436275511,0.311625365,0.186975219
2030,CY2015,03-10 10:00:00+01:00,0.060393905,0.483151235,0.362363426,0.120787809,0.241575617,0.241575617,0.060393905,0.483151235,0.42275733,0.301969522,0.181181713
2030,CY2015,03-10 11:00:00+01:00,0.058891654,0.471133229,0.353349922,0.117783308,0.235566615,0.235566615,0.058891654,0.471133229,0.412241576,0.294458269,0.176674961
2030,CY2015,03-10 12:00:00+01:00,0.059023869,0.472190954,0.354143215,0.118047738,0.236095477,0.236095477,0.059023869,0.472190954,0.413167084,0.295119346,0.177071608
2030,CY2015,03-10 13:00:00+01:00,0.058775441,0.470203532,0.352652648,0.117550883,0.235101766,0.235101766,0.058775441,0.470203532,0.41142809,0.293877207,0.176326325
2030,CY2015,03-10 14:00:00+01:00,0.056305816,0.450446526,0.337834895,0.112611632,0.225223263,0.225223263,0.056305816,0.450446526,0.39414071,0.281529079,0.168917447
2030,CY2015,03-10 15:00:00+01:00,0.054801767,0.438414141,0.328810606,0.109603535,0.219207071,0.219207071,0.054801767,0.438414141,0.383612373,0.274008838,0.164405303
2030,CY2015,03-10 16:00:00+01:00,0.053908433,0.431267459,0.323450594,0.107816864,0.215633729,0.215633729,0.053908433,0.431267459,0.377359026,0.269542162,0.161725297
2030,CY2015,03-10 17:00:00+01:00,0.053924594,0.431396745,0.323547559,0.107849186,0.215698373,0.215698373,0.053924594,0.431396745,0.377472152,0.269622966,0.16177378
2030,CY2015,03-10 18:00:00+01:00,0.054858524,0.438868187,0.329151141,0.109717047,0.219434094,0.219434094,0.054858524,0.438868187,0.384009665,0.274292618,0.164575571
2030,CY2015,03-10 19:00:00+01:00,0.06077087,0.486166964,0.364625223,0.121541741,0.243083482,0.243083482,0.06077087,0.486166964,0.425396093,0.303854352,0.182312612
2030,CY2015,03-10 20:00:00+01:00,0.065675546,0.52540437,0.394053278,0.131351093,0.262702185,0.262702185,0.065675546,0.52540437,0.459728824,0.328377731,0.197026639
2030,CY2015,03-10 21:00:00+01:00,0.064108376,0.512867011,0.384650258,0.128216753,0.256433505,0.256433505,0.064108376,0.512867011,0.448758634,0.320541881,0.192325129
2030,CY2015,03-10 22:00:00+01:00,0.058888108,0.471104864,0.353328649,0.117776216,0.235552433,0.235552433,0.058888108,0.471104864,0.412216757,0.29444054,0.176664324
2030,CY2015,03-10 23:00:00+01:00,0.053225151,0.425801208,0.319350906,0.106450302,0.212900604,0.212900604,0.053225151,0.425801208,0.372576057,0.266125755,0.159675453
2030,CY2015,03-11 00:00:00+01:00,0.048775121,0.390200969,0.292650727,0.097550243,0.195100484,0.195100484,0.048775121,0.390200969,0.341425848,0.243875606,0.146325364
2030,CY2015,03-11 01:00:00+01:00,0.045397352,0.363178813,0.27238411,0.090794703,0.181589406,0.181589406,0.045397352,0.363178813,0.317781461,0.226986758,0.136192055
2030,CY2015,03-11 02:00:00+01:00,0.043548052,0.348384412,0.261288309,0.087096103,0.174192206,0.174192206,0.043548052,0.348384412,0.30483636,0.217740257,0.130644155
2030,CY2015,03-11 03:00:00+01:00,0.042968529,0.343748234,0.257811176,0.085937059,0.171874118,0.171874118,0.042968529,0.343748234,0.300779705,0.214842647,0.128905588
2030,CY2015,03-11 04:00:00+01:00,0.04320422,0.345633755,0.259225316,0.086408439,0.172816878,0.172816878,0.04320422,0.345633755,0.302429536,0.216021097,0.129612659
2030,CY2015,03-11 05:00:00+01:00,0.044173516,0.353388125,0.265041094,0.088347032,0.176694062,0.176694062,0.044173516,0.353388125,0.30921461,0.220867578,0.132520547
2030,CY2015,03-11 06:00:00+01:00,0.048534839,0.388278714,0.291209036,0.097069679,0.194139357,0.194139357,0.048534839,0.388278714,0.339743875,0.242674196,0.145604518
2030,CY2015,03-11 07:00:00+01:00,0.055121864,0.440974907,0.33073118,0.110243726,0.220487453,0.220487453,0.055121864,0.440974907,0.385853043,0.275609317,0.16536559
2030,CY2015,03-11 08:00:00+01:00,0.060563373,0.484506985,0.363380239,0.121126746,0.242253492,0.242253492,0.060563373,0.484506985,0.423943612,0.302816865,0.181690119
2030,CY2015,03-11 09:00:00+01:00,0.061391693,0.491133547,0.36835016,0.122783387,0.245566774,0.245566774,0.061391693,0.491133547,0.429741854,0.306958467,0.184175081
2030,CY2015,03-11 10:00:00+01:00,0.059934235,0.479473875,0.359605406,0.119868469,0.239736938,0.239736938,0.059934235,0.479473875,0.419539641,0.299671172,0.179802704
2030,CY2015,03-11 11:00:00+01:00,0.059022347,0.472178776,0.354134082,0.118044694,0.236089388,0.236089388,0.059022347,0.472178776,0.413156429,0.295111736,0.177067041
2030,CY2015,03-11 12:00:00+01:00,0.059009201,0.472073605,0.354055203,0.118018401,0.236036802,0.236036802,0.059009201,0.472073605,0.413064404,0.295046003,0.177027602
2030,CY2015,03-11 13:00:00+01:00,0.058282013,0.466256099,0.349692074,0.116564025,0.233128049,0.233128049,0.058282013,0.466256099,0.407974087,0.291410062,0.174846038
2030,CY2015,03-11 14:00:00+01:00,0.056122193,0.448977547,0.33673316,0.112244387,0.224488774,0.224488774,0.056122193,0.448977547,0.392855354,0.280610967,0.168366581
2030,CY2015,03-11 15:00:00+01:00,0.054586599,0.436692792,0.327519594,0.109173198,0.218346396,0.218346396,0.054586599,0.436692792,0.382106193,0.272932995,0.163759797
2030,CY2015,03-11 16:00:00+01:00,0.053498196,0.427985568,0.320989176,0.106996392,0.213992784,0.213992784,0.053498196,0.427985568,0.374487372,0.26749098,0.160494588
2030,CY2015,03-11 17:00:00+01:00,0.052929867,0.423438938,0.317579204,0.105859735,0.211719469,0.211719469,0.052929867,0.423438938,0.370509071,0.264649336,0.158789602
2030,CY2015,03-11 18:00:00+01:00,0.053908801,0.431270406,0.323452805,0.107817602,0.215635203,0.215635203,0.053908801,0.431270406,0.377361605,0.269544004,0.161726402
2030,CY2015,03-11 19:00:00+01:00,0.059695553,0.477564427,0.35817332,0.119391107,0.238782214,0.238782214,0.059695553,0.477564427,0.417868874,0.298477767,0.179086661
2030,CY2015,03-11 20:00:00+01:00,0.064226828,0.513814625,0.385360969,0.128453657,0.256907312,0.256907312,0.064226828,0.513814625,0.449587797,0.321134141,0.192680485
2030,CY2015,03-11 21:00:00+01:00,0.063060089,0.504480708,0.378360531,0.126120177,0.252240354,0.252240354,0.063060089,0.504480708,0.44142062,0.315300443,0.189180266
2030,CY2015,03-11 22:00:00+01:00,0.057991756,0.463934047,0.347950535,0.115983512,0.231967024,0.231967024,0.057991756,0.463934047,0.405942291,0.28995878,0.173975268
2030,CY2015,03-11 23:00:00+01:00,0.052510303,0.420082422,0.315061817,0.105020606,0.210041211,0.210041211,0.052510303,0.420082422,0.367572119,0.262551514,0.157530908
2030,CY2015,03-12 00:00:00+01:00,0.048617122,0.388936974,0.291702731,0.097234244,0.194468487,0.194468487,0.048617122,0.388936974,0.340319852,0.243085609,0.145851365
2030,CY2015,03-12 01:00:00+01:00,0.045089608,0.360716865,0.270537649,0.090179216,0.180358433,0.180358433,0.045089608,0.360716865,0.315627257,0.22544804,0.135268824
2030,CY2015,03-12 02:00:00+01:00,0.043057524,0.344460193,0.258345145,0.086115048,0.172230097,0.172230097,0.043057524,0.344460193,0.301402669,0.215287621,0.129172572
2030,CY2015,03-12 03:00:00+01:00,0.042758957,0.342071651,0.256553738,0.085517913,0.171035826,0.171035826,0.042758957,0.342071651,0.299312695,0.213794782,0.12827687
2030,CY2015,03-12 04:00:00+01:00,0.042605442,0.340843537,0.255632653,0.085210884,0.170421768,0.170421768,0.042605442,0.340843537,0.298238095,0.21302721,0.127816326
2030,CY2015,03-12 05:00:00+01:00,0.043748784,0.349990271,0.262492703,0.087497568,0.174995135,0.174995135,0.043748784,0.349990271,0.306241487,0.218743919,0.131246351
2030,CY2015,03-12 06:00:00+01:00,0.047928116,0.383424922,0.287568692,0.09585623,0.191712461,0.191712461,0.047928116,0.383424922,0.335496807,0.239640576,0.143784346
2030,CY2015,03-12 07:00:00+01:00,0.054725747,0.43780598,0.328354484,0.109451495,0.21890299,0.21890299,0.054725747,0.43780598,0.383080232,0.273628737,0.164177243
2030,CY2015,03-12 08:00:00+01:00,0.059536259,0.476290068,0.357217551,0.119072517,0.238145034,0.238145034,0.059536259,0.476290068,0.41675381,0.297681293,0.178608776
2030,CY2015,03-12 09:00:00+01:00,0.060536774,0.484294193,0.363220645,0.121073549,0.242147096,0.242147096,0.060536774,0.484294193,0.423757419,0.302683871,0.181610322
2030,CY2015,03-12 10:00:00+01:00,0.059534766,0.47627813,0.357208598,0.119069533,0.238139066,0.238139066,0.059534766,0.47627813,0.416743364,0.297673832,0.178604299
2030,CY2015,03-12 11:00:00+01:00,0.058861845,0.470894761,0.353171071,0.11772369,0.23544738,0.23544738,0.058861845,0.470894761,0.412032915,0.294309225,0.176585535
2030,CY2015,03-12 12:00:00+01:00,0.058088601,0.464708807,0.348531606,0.116177202,0.232354404,0.232354404,0.058088601,0.464708807,0.406620206,0.290443005,0.174265803
2030,CY2015,03-12 13:00:00+01:00,0.057810037,0.462480292,0.346860219,0.115620073,0.231240146,0.231240146,0.057810037,0.462480292,0.404670255,0.289050182,0.17343011
2030,CY2015,03-12 14:00:00+01:00,0.055711367,0.445690933,0.3342682,0.111422733,0.222845466,0.222845466,0.055711367,0.445690933,0.389979566,0.278556833,0.1671341
2030,CY2015,03-12 15:00:00+01:00,0.054419588,0.435356703,0.326517527,0.108839176,0.217678352,0.217678352,0.054419588,0.435356703,0.380937116,0.27209794,0.163258764
2030,CY2015,03-12 16:00:00+01:00,0.053529096,0.428232771,0.321174578,0.107058193,0.214116386,0.214116386,0.053529096,0.428232771,0.374703674,0.267645482,0.160587289
2030,CY2015,03-12 17:00:00+01:00,0.053403397,0.427227177,0.320420383,0.106806794,0.213613589,0.213613589,0.053403397,0.427227177,0.37382378,0.267016986,0.160210192
2030,CY2015,03-12 18:00:00+01:00,0.054712239,0.437697911,0.328273434,0.109424478,0.218848956,0.218848956,0.054712239,0.437697911,0.382985672,0.273561195,0.164136717
2030,CY2015,03-12 19:00:00+01:00,0.060420905,0.48336724,0.36252543,0.12084181,0.24168362,0.24168362,0.060420905,0.48336724,0.422946335,0.302104525,0.181262715
2030,CY2015,03-12 20:00:00+01:00,0.064613747,0.51690998,0.387682484,0.129227495,0.25845499,0.25845499,0.064613747,0.51690998,0.452296232,0.323068737,0.193841243
2030,CY2015,03-12 21:00:00+01:00,0.063369974,0.506959787,0.38021984,0.126739947,0.253479893,0.253479893,0.063369974,0.506959787,0.443589814,0.316849867,0.19010992
2030,CY2015,03-12 22:00:00+01:00,0.058321577,0.46657261,0.349929458,0.116643152,0.233286305,0.233286305,0.058321577,0.46657261,0.408251033,0.291607881,0.174964729
2030,CY2015,03-12 23:00:00+01:00,0.053316447,0.426531573,0.31989868,0.106632893,0.213265787,0.213265787,0.053316447,0.426531573,0.373215127,0.266582234,0.15994934
2030,CY2015,03-13 00:00:00+01:00,0.049523019,0.396184151,0.297138113,0.099046038,0.198092076,0.198092076,0.049523019,0.396184151,0.346661132,0.247615094,0.148569057
2030,CY2015,03-13 01:00:00+01:00,0.046820888,0.374567099,0.280925324,0.093641775,0.187283549,0.187283549,0.046820888,0.374567099,0.327746212,0.234104437,0.140462663
2030,CY2015,03-13 02:00:00+01:00,0.044740604,0.357924833,0.268443625,0.089481209,0.178962417,0.178962417,0.044740604,0.357924833,0.313184229,0.223703021,0.134221813
2030,CY2015,03-13 03:00:00+01:00,0.043933426,0.351467406,0.263600555,0.087866852,0.175733703,0.175733703,0.043933426,0.351467406,0.30753398,0.219667129,0.131800277
2030,CY2015,03-13 04:00:00+01:00,0.043718452,0.349747615,0.262310711,0.087436904,0.174873807,0.174873807,0.043718452,0.349747615,0.306029163,0.21859226,0.131155355
2030,CY2015,03-13 05:00:00+01:00,0.044837692,0.358701531,0.269026148,0.089675383,0.179350766,0.179350766,0.044837692,0.358701531,0.31386384,0.224188457,0.134513075
2030,CY2015,03-13 06:00:00+01:00,0.049105165,0.392841318,0.294630989,0.09821033,0.196420659,0.196420659,0.049105165,0.392841318,0.343736153,0.245525824,0.147315494
2030,CY2015,03-13 07:00:00+01:00,0.055405818,0.443246542,0.332434907,0.110811635,0.221623271,0.221623271,0.055405818,0.443246542,0.387840724,0.277029089,0.166217453
2030,CY2015,03-13 08:00:00+01:00,0.060121589,0.480972708,0.360729531,0.120243177,0.240486354,0.240486354,0.060121589,0.480972708,0.42085112,0.300607943,0.180364766
2030,CY2015,03-13 09:00:00+01:00,0.061871354,0.494970834,0.371228125,0.123742709,0.247485417,0.247485417,0.061871354,0.494970834,0.43309948,0.309356771,0.185614063
2030,CY2015,03-13 10:00:00+01:00,0.062351259,0.498810074,0.374107555,0.124702518,0.249405037,0.249405037,0.062351259,0.498810074,0.436458814,0.311756296,0.187053778
2030,CY2015,03-13 11:00:00+01:00,0.061613208,0.492905667,0.36967925,0.123226417,0.246452834,0.246452834,0.061613208,0.492905667,0.431292458,0.308066042,0.184839626
2030,CY2015,03-13 12:00:00+01:00,0.06046727,0.483738156,0.362803617,0.120934539,0.241869078,0.241869078,0.06046727,0.483738156,0.423270887,0.302336348,0.181401809
2030,CY2015,03-13 13:00:00+01:00,0.059366185,0.47492948,0.356197109,0.11873237,0.23746474,0.23746474,0.059366185,0.47492948,0.415563294,0.296830925,0.178098555
2030,CY2015,03-13 14:00:00+01:00,0.056414132,0.451313057,0.338484794,0.112828265,0.225656529,0.225656529,0.056414132,0.451313057,0.394898925,0.282070661,0.169242397
2030,CY2015,03-13 15:00:00+01:00,0.054262953,0.434103625,0.325577719,0.108525906,0.217051813,0.217051813,0.054262953,0.434103625,0.379840672,0.271314766,0.16278886
2030,CY2015,03-13 16:00:00+01:00,0.053282468,0.426259745,0.319694809,0.106564937,0.213129872,0.213129872,0.053282468,0.426259745,0.372977277,0.266412341,0.159847405
2030,CY2015,03-13 17:00:00+01:00,0.0531196,0.424956797,0.318717598,0.1062392,0.212478398,0.212478398,0.0531196,0.424956797,0.371837198,0.265597998,0.159358799
2030,CY2015,03-13 18:00:00+01:00,0.054402395,0.435219161,0.326414372,0.108804791,0.217609581,0.217609581,0.054402395,0.435219161,0.380816766,0.272011976,0.163207186
2030,CY2015,03-13 19:00:00+01:00,0.059518241,0.476145932,0.35710945,0.119036483,0.238072967,0.238072967,0.059518241,0.476145932,0.416627691,0.297591208,0.178554725
2030,CY2015,03-13 20:00:00+01:00,0.063639911,0.509119292,0.381839469,0.127279823,0.254559646,0.254559646,0.063639911,0.509119292,0.44547938,0.318199558,0.190919735
2030,CY2015,03-13 21:00:00+01:00,0.062499394,0.499995151,0.374996363,0.124998788,0.249997576,0.249997576,0.062499394,0.499995151,0.437495757,0.31249697,0.187498182
2030,CY2015,03-13 22:00:00+01:00,0.058407206,0.467257652,0.350443238,0.116814413,0.233628826,0.233628826,0.058407206,0.467257652,0.408850445,0.292036032,0.17522162
2030,CY2015,03-13 23:00:00+01:00,0.053955793,0.431646344,0.323734758,0.107911586,0.215823172,0.215823172,0.053955793,0.431646344,0.377690551,0.269778965,0.161867379
2030,CY2015,03-14 00:00:00+01:00,0.050286276,0.402290208,0.301717656,0.100572552,0.201145104,0.201145104,0.050286276,0.402290208,0.352003932,0.25143138,0.150858828
2030,CY2015,03-14 01:00:00+01:00,0.047337195,0.378697562,0.284023172,0.094674391,0.189348782,0.189348782,0.047337195,0.378697562,0.331360367,0.236685977,0.142011586
2030,CY2015,03-14 02:00:00+01:00,0.044739512,0.357916099,0.268437074,0.089479025,0.17895805,0.17895805,0.044739512,0.357916099,0.313176587,0.223697562,0.134218538
2030,CY2015,03-14 03:00:00+01:00,0.043322844,0.34658275,0.259937063,0.086645687,0.173291375,0.173291375,0.043322844,0.34658275,0.303259907,0.216614219,0.129968531
2030,CY2015,03-14 04:00:00+01:00,0.042631042,0.341048333,0.25578625,0.085262084,0.170524167,0.170524167,0.042631042,0.341048333,0.298417292,0.213155209,0.127893125
2030,CY2015,03-14 05:00:00+01:00,0.042653336,0.341226688,0.255920016,0.085306672,0.170613344,0.170613344,0.042653336,0.341226688,0.298573352,0.21326668,0.127960008
2030,CY2015,03-14 06:00:00+01:00,0.043376019,0.347008151,0.260256113,0.086752038,0.173504076,0.173504076,0.043376019,0.347008151,0.303632132,0.216880094,0.130128057
2030,CY2015,03-14 07:00:00+01:00,0.044711318,0.357690547,0.26826791,0.089422637,0.178845274,0.178845274,0.044711318,0.357690547,0.312979229,0.223556592,0.134133956
2030,CY2015,03-14 08:00:00+01:00,0.048389468,0.38711574,0.290336805,0.096778935,0.19355787,0.19355787,0.048389468,0.38711574,0.338726273,0.241947338,0.145168403
2030,CY2015,03-14 09:00:00+01:00,0.053407618,0.427260943,0.320445707,0.106815236,0.213630472,0.213630472,0.053407618,0.427260943,0.373853325,0.26703809,0.160222853
2030,CY2015,03-14 10:00:00+01:00,0.055610679,0.444885433,0.333664075,0.111221358,0.222442716,0.222442716,0.055610679,0.444885433,0.389274754,0.278053395,0.166832037
2030,CY2015,03-14 11:00:00+01:00,0.055109951,0.440879609,0.330659708,0.110219903,0.220439805,0.220439805,0.055109951,0.440879609,0.385769658,0.275549756,0.165329854
2030,CY2015,03-14 12:00:00+01:00,0.053963819,0.431710547,0.32378291,0.107927637,0.215855273,0.215855273,0.053963819,0.431710547,0.377746729,0.269819092,0.161891456
2030,CY2015,03-14 13:00:00+01:00,0.053645001,0.429160005,0.321870004,0.107290001,0.214580003,0.214580003,0.053645001,0.429160005,0.375515005,0.268225004,0.160935002
2030,CY2015,03-14 14:00:00+01:00,0.051654492,0.413235938,0.309926954,0.103308985,0.206617969,0.206617969,0.051654492,0.413235938,0.361581446,0.258272461,0.154963477
2030,CY2015,03-14 15:00:00+01:00,0.04866326,0.389306073,0.291979555,0.097326518,0.194653037,0.194653037,0.04866326,0.389306073,0.340642814,0.243316296,0.145989778
2030,CY2015,03-14 16:00:00+01:00,0.046850549,0.374804391,0.281103293,0.093701098,0.187402196,0.187402196,0.046850549,0.374804391,0.327953842,0.234252744,0.140551646
2030,CY2015,03-14 17:00:00+01:00,0.046351084,0.370808672,0.278106504,0.092702168,0.185404336,0.185404336,0.046351084,0.370808672,0.324457588,0.23175542,0.139053252
2030,CY2015,03-14 18:00:00+01:00,0.047779154,0.38223323,0.286674922,0.095558308,0.191116615,0.191116615,0.047779154,0.38223323,0.334454076,0.238895768,0.143337461
2030,CY2015,03-14 19:00:00+01:00,0.053303471,0.426427771,0.319820828,0.106606943,0.213213886,0.213213886,0.053303471,0.426427771,0.3731243,0.266517357,0.159910414
2030,CY2015,03-14 20:00:00+01:00,0.058041471,0.464331771,0.348248828,0.116082943,0.232165886,0.232165886,0.058041471,0.464331771,0.4062903,0.290207357,0.174124414
2030,CY2015,03-14 21:00:00+01:00,0.058296368,0.466370943,0.349778207,0.116592736,0.233185472,0.233185472,0.058296368,0.466370943,0.408074575,0.291481839,0.174889103
2030,CY2015,03-14 22:00:00+01:00,0.05548133,0.443850636,0.332887977,0.110962659,0.221925318,0.221925318,0.05548133,0.443850636,0.388369306,0.277406648,0.166443989
2030,CY2015,03-14 23:00:00+01:00,0.05139773,0.411181833,0.308386375,0.102795458,0.205590917,0.205590917,0.05139773,0.411181833,0.359784104,0.256988646,0.154193188
2030,CY2015,03-15 00:00:00+01:00,0.047215301,0.377722401,0.283291801,0.0944306,0.188861201,0.188861201,0.047215301,0.377722401,0.330507101,0.236076501,0.141645901
2030,CY2015,03-15 01:00:00+01:00,0.043617544,0.348940349,0.261705262,0.087235088,0.174470174,0.174470174,0.043617544,0.348940349,0.305322806,0.218087718,0.130852631
2030,CY2015,03-15 02:00:00+01:00,0.041425655,0.33140524,0.24855393,0.08285131,0.16570262,0.16570262,0.041425655,0.33140524,0.289979585,0.207128275,0.124276965
2030,CY2015,03-15 03:00:00+01:00,0.040121225,0.320969797,0.240727348,0.080242449,0.160484899,0.160484899,0.040121225,0.320969797,0.280848572,0.200606123,0.120363674
2030,CY2015,03-15 04:00:00+01:00,0.039547407,0.316379255,0.237284441,0.079094814,0.158189628,0.158189628,0.039547407,0.316379255,0.276831848,0.197737034,0.118642221
2030,CY2015,03-15 05:00:00+01:00,0.039709622,0.31767698,0.238257734,0.079419245,0.15883849,0.15883849,0.039709622,0.31767698,0.277967357,0.198548112,0.119128868
2030,CY2015,03-15 06:00:00+01:00,0.040560026,0.324480203,0.243360152,0.081120051,0.162240102,0.162240102,0.040560026,0.324480203,0.283920178,0.202800127,0.121680077
2030,CY2015,03-15 07:00:00+01:00,0.040720188,0.325761506,0.244321129,0.081440376,0.162880753,0.162880753,0.040720188,0.325761506,0.285041318,0.203600941,0.122160565
2030,CY2015,03-15 08:00:00+01:00,0.042336506,0.338692047,0.254019035,0.084673012,0.169346024,0.169346024,0.042336506,0.338692047,0.296355541,0.21168253,0.127009518
2030,CY2015,03-15 09:00:00+01:00,0.044461286,0.355690281,0.266767711,0.08892257,0.177845141,0.177845141,0.044461286,0.355690281,0.311228996,0.222306426,0.133383856
2030,CY2015,03-15 10:00:00+01:00,0.046295522,0.370364172,0.277773129,0.092591043,0.185182086,0.185182086,0.046295522,0.370364172,0.324068651,0.231477608,0.138886565
2030,CY2015,03-15 11:00:00+01:00,0.047212804,0.377702432,0.283276825,0.094425608,0.188851217,0.188851217,0.047212804,0.377702432,0.330489629,0.23606402,0.141638412
2030,CY2015,03-15 12:00:00+01:00,0.047295849,0.378366792,0.283775094,0.094591698,0.189183396,0.189183396,0.047295849,0.378366792,0.331070943,0.236479245,0.141887547
2030,CY2015,03-15 13:00:00+01:00,0.047904531,0.38323625,0.287427188,0.095809063,0.191618125,0.191618125,0.047904531,0.38323625,0.335331719,0.239522657,0.143713594
2030,CY2015,03-15 14:00:00+01:00,0.047804011,0.382432089,0.286824067,0.095608022,0.191216045,0.191216045,0.047804011,0.382432089,0.334628078,0.239020055,0.143412033
2030,CY2015,03-15 15:00:00+01:00,0.045960335,0.367682683,0.275762012,0.091920671,0.183841341,0.183841341,0.045960335,0.367682683,0.321722348,0.229801676,0.137881006
2030,CY2015,03-15 16:00:00+01:00,0.044129156,0.35303325,0.264774938,0.088258313,0.176516625,0.176516625,0.044129156,0.35303325,0.308904094,0.220645781,0.132387469
2030,CY2015,03-15 17:00:00+01:00,0.043838284,0.350706271,0.263029703,0.087676568,0.175353136,0.175353136,0.043838284,0.350706271,0.306867987,0.21919142,0.131514851
2030,CY2015,03-15 18:00:00+01:00,0.045681619,0.365452948,0.274089711,0.091363237,0.182726474,0.182726474,0.045681619,0.365452948,0.31977133,0.228408092,0.137044856
2030,CY2015,03-15 19:00:00+01:00,0.051224452,0.409795615,0.307346711,0.102448904,0.204897807,0.204897807,0.051224452,0.409795615,0.358571163,0.25612226,0.153673355
2030,CY2015,03-15 20:00:00+01:00,0.057223,0.457784,0.343338,0.114446,0.228892,0.228892,0.057223,0.457784,0.400561,0.286115,0.171669
2030,CY2015,03-15 21:00:00+01:00,0.058308264,0.466466114,0.349849586,0.116616529,0.233233058,0.233233058,0.058308264,0.466466114,0.40815785,0.291541322,0.174924793
2030,CY2015,03-15 22:00:00+01:00,0.056088479,0.448707828,0.336530871,0.112176957,0.224353914,0.224353914,0.056088479,0.448707828,0.39261935,0.280442393,0.168265436
2030,CY2015,03-15 23:00:00+01:00,0.051642215,0.413137714,0.309853286,0.103284428,0.206568857,0.206568857,0.051642215,0.413137714,0.361495499,0.258211071,0.154926643
2030,CY2015,03-16 00:00:00+01:00,0.046715732,0.373725849,0.280294387,0.093431462,0.186862925,0.186862925,0.046715732,0.373725849,0.327010118,0.233578656,0.140147194
2030,CY2015,03-16 01:00:00+01:00,0.042958137,0.343665094,0.257748821,0.085916273,0.171832547,0.171832547,0.042958137,0.343665094,0.300706958,0.214790684,0.12887441
2030,CY2015,03-16 02:00:00+01:00,0.041315432,0.330523454,0.24789259,0.082630863,0.165261727,0.165261727,0.041315432,0.330523454,0.289208021,0.206577158,0.123946295
2030,CY2015,03-16 03:00:00+01:00,0.040962011,0.327696083,0.245772062,0.081924021,0.163848042,0.163848042,0.040962011,0.327696083,0.286734073,0.204810053,0.122886032
2030,CY2015,03-16 04:00:00+01:00,0.0412085,0.329667995,0.247250996,0.082416999,0.164833997,0.164833997,0.0412085,0.329667995,0.288459496,0.206042497,0.123625498
2030,CY2015,03-16 05:00:00+01:00,0.042642926,0.341143412,0.255857559,0.085285853,0.170571706,0.170571706,0.042642926,0.341143412,0.298500485,0.213214632,0.12792878
2030,CY2015,03-16 06:00:00+01:00,0.048022755,0.384182042,0.288136532,0.096045511,0.192091021,0.192091021,0.048022755,0.384182042,0.336159287,0.240113777,0.144068266
2030,CY2015,03-16 07:00:00+01:00,0.055596939,0.444775511,0.333581633,0.111193878,0.222387755,0.222387755,0.055596939,0.444775511,0.389178572,0.277984694,0.166790816
2030,CY2015,03-16 08:00:00+01:00,0.062083578,0.496668625,0.372501469,0.124167156,0.248334313,0.248334313,0.062083578,0.496668625,0.434585047,0.310417891,0.186250735
2030,CY2015,03-16 09:00:00+01:00,0.064021508,0.512172057,0.384129044,0.128043014,0.256086029,0.256086029,0.064021508,0.512172057,0.44815055,0.320107536,0.192064522
2030,CY2015,03-16 10:00:00+01:00,0.064090499,0.51272399,0.384542993,0.128180998,0.256361995,0.256361995,0.064090499,0.51272399,0.448633491,0.320452493,0.192271496
2030,CY2015,03-16 11:00:00+01:00,0.063705334,0.509642672,0.382232004,0.127410668,0.254821336,0.254821336,0.063705334,0.509642672,0.445937338,0.31852667,0.191116002
2030,CY2015,03-16 12:00:00+01:00,0.062403499,0.499227989,0.374420993,0.124806998,0.249613995,0.249613995,0.062403499,0.499227989,0.436824491,0.312017494,0.187210496
2030,CY2015,03-16 13:00:00+01:00,0.06130921,0.490473677,0.367855258,0.12261842,0.245236838,0.245236838,0.06130921,0.490473677,0.429164468,0.306546048,0.183927629
2030,CY2015,03-16 14:00:00+01:00,0.058833662,0.470669292,0.353001969,0.117667323,0.235334646,0.235334646,0.058833662,0.470669292,0.411835631,0.294168308,0.176500985
2030,CY2015,03-16 15:00:00+01:00,0.057461646,0.459693167,0.344769875,0.114923292,0.229846583,0.229846583,0.057461646,0.459693167,0.402231521,0.287308229,0.172384938
2030,CY2015,03-16 16:00:00+01:00,0.05636612,0.450928958,0.338196719,0.11273224,0.22546448,0.22546448,0.05636612,0.450928958,0.394562839,0.281830599,0.169098359
2030,CY2015,03-16 17:00:00+01:00,0.056125136,0.449001089,0.336750817,0.112250273,0.224500544,0.224500544,0.056125136,0.449001089,0.392875952,0.280625681,0.168375408
2030,CY2015,03-16 18:00:00+01:00,0.056335042,0.450680333,0.33801025,0.112670084,0.225340167,0.225340167,0.056335042,0.450680333,0.394345292,0.281675209,0.169005125
