,,,Spain
sc2015,y2030,2030-03-09T10:00:00+01:00,1769.136
sc2015,y2030,2030-03-09T11:00:00+01:00,1748.41
sc2015,y2030,2030-03-09T12:00:00+01:00,1739.13
sc2015,y2030,2030-03-09T13:00:00+01:00,1729.303
sc2015,y2030,2030-03-09T14:00:00+01:00,1709.764
sc2015,y2030,2030-03-09T15:00:00+01:00,1688.465
sc2015,y2030,2030-03-09T16:00:00+01:00,1685.292
sc2015,y2030,2030-03-09T17:00:00+01:00,1697.1
sc2015,y2030,2030-03-09T18:00:00+01:00,1708.964
sc2015,y2030,2030-03-09T19:00:00+01:00,1776.554
sc2015,y2030,2030-03-09T20:00:00+01:00,1822.308
sc2015,y2030,2030-03-09T21:00:00+01:00,1811.813
sc2015,y2030,2030-03-09T22:00:00+01:00,1767.038
sc2015,y2030,2030-03-09T23:00:00+01:00,1719.137
sc2015,y2030,2030-03-10T00:00:00+01:00,1675.672
sc2015,y2030,2030-03-10T01:00:00+01:00,1632.066
sc2015,y2030,2030-03-10T02:00:00+01:00,1598.483
sc2015,y2030,2030-03-10T03:00:00+01:00,1573.869
sc2015,y2030,2030-03-10T04:00:00+01:00,1542.901
sc2015,y2030,2030-03-10T05:00:00+01:00,1548.612
sc2015,y2030,2030-03-10T06:00:00+01:00,1593.577
sc2015,y2030,2030-03-10T07:00:00+01:00,1657.638
sc2015,y2030,2030-03-10T08:00:00+01:00,1694.015
sc2015,y2030,2030-03-10T09:00:00+01:00,1713.985
sc2015,y2030,2030-03-10T10:00:00+01:00,1715.364
sc2015,y2030,2030-03-10T11:00:00+01:00,1700.53
sc2015,y2030,2030-03-10T12:00:00+01:00,1692.638
sc2015,y2030,2030-03-10T13:00:00+01:00,1690.217
sc2015,y2030,2030-03-10T14:00:00+01:00,1672.203
sc2015,y2030,2030-03-10T15:00:00+01:00,1662.184
sc2015,y2030,2030-03-10T16:00:00+01:00,1657.043
sc2015,y2030,2030-03-10T17:00:00+01:00,1665.053
sc2015,y2030,2030-03-10T18:00:00+01:00,1681.563
sc2015,y2030,2030-03-10T19:00:00+01:00,1735.05
sc2015,y2030,2030-03-10T20:00:00+01:00,1782.002
sc2015,y2030,2030-03-10T21:00:00+01:00,1744.043
sc2015,y2030,2030-03-10T22:00:00+01:00,1692.136
sc2015,y2030,2030-03-10T23:00:00+01:00,1636.299
sc2015,y2030,2030-03-11T00:00:00+01:00,1604.687
sc2015,y2030,2030-03-11T01:00:00+01:00,1573.965
sc2015,y2030,2030-03-11T02:00:00+01:00,1560.068
sc2015,y2030,2030-03-11T03:00:00+01:00,1557.871
sc2015,y2030,2030-03-11T04:00:00+01:00,1555.307
sc2015,y2030,2030-03-11T05:00:00+01:00,1569.419
sc2015,y2030,2030-03-11T06:00:00+01:00,1614.868
sc2015,y2030,2030-03-11T07:00:00+01:00,1690.765
sc2015,y2030,2030-03-11T08:00:00+01:00,1740.214
sc2015,y2030,2030-03-11T09:00:00+01:00,1760.445
sc2015,y2030,2030-03-11T10:00:00+01:00,1771.576
sc2015,y2030,2030-03-11T11:00:00+01:00,1756.843
sc2015,y2030,2030-03-11T12:00:00+01:00,1757.674
sc2015,y2030,2030-03-11T13:00:00+01:00,1762.145
sc2015,y2030,2030-03-11T14:00:00+01:00,1744.597
sc2015,y2030,2030-03-11T15:00:00+01:00,1742.317
sc2015,y2030,2030-03-11T16:00:00+01:00,1746.014
sc2015,y2030,2030-03-11T17:00:00+01:00,1758.761
sc2015,y2030,2030-03-11T18:00:00+01:00,1769.556
sc2015,y2030,2030-03-11T19:00:00+01:00,1828.759
sc2015,y2030,2030-03-11T20:00:00+01:00,1870.129
sc2015,y2030,2030-03-11T21:00:00+01:00,1834.938
sc2015,y2030,2030-03-11T22:00:00+01:00,1775.558
sc2015,y2030,2030-03-11T23:00:00+01:00,1698.722
sc2015,y2030,2030-03-12T00:00:00+01:00,1632.021
sc2015,y2030,2030-03-12T01:00:00+01:00,1592.222
sc2015,y2030,2030-03-12T02:00:00+01:00,1565.512
sc2015,y2030,2030-03-12T03:00:00+01:00,1558.076
sc2015,y2030,2030-03-12T04:00:00+01:00,1551.799
sc2015,y2030,2030-03-12T05:00:00+01:00,1560.49
sc2015,y2030,2030-03-12T06:00:00+01:00,1601.979
sc2015,y2030,2030-03-12T07:00:00+01:00,1669.008
sc2015,y2030,2030-03-12T08:00:00+01:00,1713.195
sc2015,y2030,2030-03-12T09:00:00+01:00,1728.894
sc2015,y2030,2030-03-12T10:00:00+01:00,1735.443
sc2015,y2030,2030-03-12T11:00:00+01:00,1745.991
sc2015,y2030,2030-03-12T12:00:00+01:00,1750.476
sc2015,y2030,2030-03-12T13:00:00+01:00,1753.639
sc2015,y2030,2030-03-12T14:00:00+01:00,1753.866
sc2015,y2030,2030-03-12T15:00:00+01:00,1758.684
sc2015,y2030,2030-03-12T16:00:00+01:00,1755.165
sc2015,y2030,2030-03-12T17:00:00+01:00,1773.751
sc2015,y2030,2030-03-12T18:00:00+01:00,1805.242
sc2015,y2030,2030-03-12T19:00:00+01:00,1892.323
sc2015,y2030,2030-03-12T20:00:00+01:00,1959.343
sc2015,y2030,2030-03-12T21:00:00+01:00,1978.52
sc2015,y2030,2030-03-12T22:00:00+01:00,1944.623
sc2015,y2030,2030-03-12T23:00:00+01:00,1885.688
sc2015,y2030,2030-03-13T00:00:00+01:00,1872.523
sc2015,y2030,2030-03-13T01:00:00+01:00,1832.662
sc2015,y2030,2030-03-13T02:00:00+01:00,1805.492
sc2015,y2030,2030-03-13T03:00:00+01:00,1795.033
sc2015,y2030,2030-03-13T04:00:00+01:00,1807.708
sc2015,y2030,2030-03-13T05:00:00+01:00,1824.803
sc2015,y2030,2030-03-13T06:00:00+01:00,1873.108
sc2015,y2030,2030-03-13T07:00:00+01:00,1948.422
sc2015,y2030,2030-03-13T08:00:00+01:00,2015.735
sc2015,y2030,2030-03-13T09:00:00+01:00,2040.501
sc2015,y2030,2030-03-13T10:00:00+01:00,2036.252
sc2015,y2030,2030-03-13T11:00:00+01:00,2030.33
sc2015,y2030,2030-03-13T12:00:00+01:00,2010.082
sc2015,y2030,2030-03-13T13:00:00+01:00,1981.667
sc2015,y2030,2030-03-13T14:00:00+01:00,1938.102
sc2015,y2030,2030-03-13T15:00:00+01:00,1918.107
sc2015,y2030,2030-03-13T16:00:00+01:00,1911.469
sc2015,y2030,2030-03-13T17:00:00+01:00,1930.817
sc2015,y2030,2030-03-13T18:00:00+01:00,1947.072
sc2015,y2030,2030-03-13T19:00:00+01:00,2013.027
sc2015,y2030,2030-03-13T20:00:00+01:00,2050.665
sc2015,y2030,2030-03-13T21:00:00+01:00,2034.001
sc2015,y2030,2030-03-13T22:00:00+01:00,1981.485
sc2015,y2030,2030-03-13T23:00:00+01:00,1906.132
sc2015,y2030,2030-03-14T00:00:00+01:00,1869.239
sc2015,y2030,2030-03-14T01:00:00+01:00,1830.552
sc2015,y2030,2030-03-14T02:00:00+01:00,1795.02
sc2015,y2030,2030-03-14T03:00:00+01:00,1771.485
sc2015,y2030,2030-03-14T04:00:00+01:00,1762.342
sc2015,y2030,2030-03-14T05:00:00+01:00,1759.263
sc2015,y2030,2030-03-14T06:00:00+01:00,1761.043
sc2015,y2030,2030-03-14T07:00:00+01:00,1768.623
sc2015,y2030,2030-03-14T08:00:00+01:00,1805.374
sc2015,y2030,2030-03-14T09:00:00+01:00,1867.589
sc2015,y2030,2030-03-14T10:00:00+01:00,1910.542
sc2015,y2030,2030-03-14T11:00:00+01:00,1943.803
sc2015,y2030,2030-03-14T12:00:00+01:00,1948.833
sc2015,y2030,2030-03-14T13:00:00+01:00,1961.394
sc2015,y2030,2030-03-14T14:00:00+01:00,1958.543
sc2015,y2030,2030-03-14T15:00:00+01:00,1951.318
sc2015,y2030,2030-03-14T16:00:00+01:00,1929.341
sc2015,y2030,2030-03-14T17:00:00+01:00,1921.789
sc2015,y2030,2030-03-14T18:00:00+01:00,1926.494
sc2015,y2030,2030-03-14T19:00:00+01:00,1967.178
sc2015,y2030,2030-03-14T20:00:00+01:00,1989.114
sc2015,y2030,2030-03-14T21:00:00+01:00,1986.584
sc2015,y2030,2030-03-14T22:00:00+01:00,1923.621
sc2015,y2030,2030-03-14T23:00:00+01:00,1867.769
sc2015,y2030,2030-03-15T00:00:00+01:00,1816.517
sc2015,y2030,2030-03-15T01:00:00+01:00,1762.444
sc2015,y2030,2030-03-15T02:00:00+01:00,1725.96
sc2015,y2030,2030-03-15T03:00:00+01:00,1699.421
sc2015,y2030,2030-03-15T04:00:00+01:00,1678.028
sc2015,y2030,2030-03-15T05:00:00+01:00,1664.661
sc2015,y2030,2030-03-15T06:00:00+01:00,1663.565
sc2015,y2030,2030-03-15T07:00:00+01:00,1639.616
sc2015,y2030,2030-03-15T08:00:00+01:00,1652.852
sc2015,y2030,2030-03-15T09:00:00+01:00,1680.861
sc2015,y2030,2030-03-15T10:00:00+01:00,1707.993
sc2015,y2030,2030-03-15T11:00:00+01:00,1707.17
sc2015,y2030,2030-03-15T12:00:00+01:00,1697.527
sc2015,y2030,2030-03-15T13:00:00+01:00,1697.531
sc2015,y2030,2030-03-15T14:00:00+01:00,1694.4
sc2015,y2030,2030-03-15T15:00:00+01:00,1681.694
sc2015,y2030,2030-03-15T16:00:00+01:00,1679.921
sc2015,y2030,2030-03-15T17:00:00+01:00,1693.828
sc2015,y2030,2030-03-15T18:00:00+01:00,1723.183
sc2015,y2030,2030-03-15T19:00:00+01:00,1798.152
sc2015,y2030,2030-03-15T20:00:00+01:00,1845.317
sc2015,y2030,2030-03-15T21:00:00+01:00,1847.436
sc2015,y2030,2030-03-15T22:00:00+01:00,1823.759
sc2015,y2030,2030-03-15T23:00:00+01:00,1766.006
sc2015,y2030,2030-03-16T00:00:00+01:00,1704.126
sc2015,y2030,2030-03-16T01:00:00+01:00,1653.977
sc2015,y2030,2030-03-16T02:00:00+01:00,1620.402
sc2015,y2030,2030-03-16T03:00:00+01:00,1597.351
sc2015,y2030,2030-03-16T04:00:00+01:00,1585.021
sc2015,y2030,2030-03-16T05:00:00+01:00,1591.347
sc2015,y2030,2030-03-16T06:00:00+01:00,1644.177
sc2015,y2030,2030-03-16T07:00:00+01:00,1703.816
sc2015,y2030,2030-03-16T08:00:00+01:00,1728.908
sc2015,y2030,2030-03-16T09:00:00+01:00,1745.021
sc2015,y2030,2030-03-16T10:00:00+01:00,1739.584
sc2015,y2030,2030-03-16T11:00:00+01:00,1726.198
sc2015,y2030,2030-03-16T12:00:00+01:00,1730.106
sc2015,y2030,2030-03-16T13:00:00+01:00,1731.135
sc2015,y2030,2030-03-16T14:00:00+01:00,1707.582
sc2015,y2030,2030-03-16T15:00:00+01:00,1698.174
sc2015,y2030,2030-03-16T16:00:00+01:00,1688.434
sc2015,y2030,2030-03-16T17:00:00+01:00,1691.528
sc2015,y2030,2030-03-16T18:00:00+01:00,1703.943
sc2015,y2030,2030-03-16T19:00:00+01:00,1773.976
sc2015,y2030,2030-03-16T20:00:00+01:00,1835.027
sc2015,y2030,2030-03-16T21:00:00+01:00,1834.129
sc2015,y2030,2030-03-16T22:00:00+01:00,1807.587
sc2015,y2030,2030-03-16T23:00:00+01:00,1773.676
sc2015,y2030,2030-03-17T00:00:00+01:00,1744.046
sc2015,y2030,2030-03-17T01:00:00+01:00,1723.817
sc2015,y2030,2030-03-17T02:00:00+01:00,1717.291
sc2015,y2030,2030-03-17T03:00:00+01:00,1723.195
sc2015,y2030,2030-03-17T04:00:00+01:00,1727.118
sc2015,y2030,2030-03-17T05:00:00+01:00,1747.28
sc2015,y2030,2030-03-17T06:00:00+01:00,1793.962
sc2015,y2030,2030-03-17T07:00:00+01:00,1866.972
sc2015,y2030,2030-03-17T08:00:00+01:00,1929.603
sc2015,y2030,2030-03-17T09:00:00+01:00,1949.144
sc2015,y2030,2030-03-17T10:00:00+01:00,1976.318
sc2015,y2030,2030-03-17T11:00:00+01:00,1986.582
sc2015,y2030,2030-03-17T12:00:00+01:00,2007.097
sc2015,y2030,2030-03-17T13:00:00+01:00,2016.163
sc2015,y2030,2030-03-17T14:00:00+01:00,1999.846
sc2015,y2030,2030-03-17T15:00:00+01:00,1982.302
sc2015,y2030,2030-03-17T16:00:00+01:00,1970.921
sc2015,y2030,2030-03-17T17:00:00+01:00,1968.341
sc2015,y2030,2030-03-17T18:00:00+01:00,1996.175
sc2015,y2030,2030-03-17T19:00:00+01:00,2059.853
sc2015,y2030,2030-03-17T20:00:00+01:00,2097.161
sc2015,y2030,2030-03-17T21:00:00+01:00,2082.668
sc2015,y2030,2030-03-17T22:00:00+01:00,2020.042
sc2015,y2030,2030-03-17T23:00:00+01:00,1932.121
sc2015,y2030,2030-03-18T00:00:00+01:00,1869.646
sc2015,y2030,2030-03-18T01:00:00+01:00,1817.526
sc2015,y2030,2030-03-18T02:00:00+01:00,1781.918
sc2015,y2030,2030-03-18T03:00:00+01:00,1757.947
sc2015,y2030,2030-03-18T04:00:00+01:00,1748.652
sc2015,y2030,2030-03-18T05:00:00+01:00,1747.028
sc2015,y2030,2030-03-18T06:00:00+01:00,1786.591
sc2015,y2030,2030-03-18T07:00:00+01:00,1840.819
sc2015,y2030,2030-03-18T08:00:00+01:00,1878.179
sc2015,y2030,2030-03-18T09:00:00+01:00,1902.916
sc2015,y2030,2030-03-18T10:00:00+01:00,1931.551
sc2015,y2030,2030-03-18T11:00:00+01:00,1965.947
sc2015,y2030,2030-03-18T12:00:00+01:00,1998.835
sc2015,y2030,2030-03-18T13:00:00+01:00,2028.946
sc2015,y2030,2030-03-18T14:00:00+01:00,2029.169
sc2015,y2030,2030-03-18T15:00:00+01:00,2034.682
sc2015,y2030,2030-03-18T16:00:00+01:00,2037.804
sc2015,y2030,2030-03-18T17:00:00+01:00,2034.985
sc2015,y2030,2030-03-18T18:00:00+01:00,2027.462
sc2015,y2030,2030-03-18T19:00:00+01:00,2065.337
sc2015,y2030,2030-03-18T20:00:00+01:00,2107.741
sc2015,y2030,2030-03-18T21:00:00+01:00,2063.172
sc2015,y2030,2030-03-18T22:00:00+01:00,1996.372
sc2015,y2030,2030-03-18T23:00:00+01:00,1928.487
sc2015,y2030,2030-03-19T00:00:00+01:00,1873.94
sc2015,y2030,2030-03-19T01:00:00+01:00,1845.341
sc2015,y2030,2030-03-19T02:00:00+01:00,1832.775
sc2015,y2030,2030-03-19T03:00:00+01:00,1821.896
sc2015,y2030,2030-03-19T04:00:00+01:00,1818.491
sc2015,y2030,2030-03-19T05:00:00+01:00,1833.491
sc2015,y2030,2030-03-19T06:00:00+01:00,1870.875
sc2015,y2030,2030-03-19T07:00:00+01:00,1940.69
sc2015,y2030,2030-03-19T08:00:00+01:00,2003.381
sc2015,y2030,2030-03-19T09:00:00+01:00,2062.795
sc2015,y2030,2030-03-19T10:00:00+01:00,2123.096
sc2015,y2030,2030-03-19T11:00:00+01:00,2154.796
sc2015,y2030,2030-03-19T12:00:00+01:00,2179.249
sc2015,y2030,2030-03-19T13:00:00+01:00,2195.729
sc2015,y2030,2030-03-19T14:00:00+01:00,2194.479
sc2015,y2030,2030-03-19T15:00:00+01:00,2163.562
sc2015,y2030,2030-03-19T16:00:00+01:00,2152.23
sc2015,y2030,2030-03-19T17:00:00+01:00,2134.049
sc2015,y2030,2030-03-19T18:00:00+01:00,2144.199
sc2015,y2030,2030-03-19T19:00:00+01:00,2169.081
sc2015,y2030,2030-03-19T20:00:00+01:00,2210.3
sc2015,y2030,2030-03-19T21:00:00+01:00,2184.999
sc2015,y2030,2030-03-19T22:00:00+01:00,2147.967
sc2015,y2030,2030-03-19T23:00:00+01:00,2086.542
sc2015,y2030,2030-03-20T00:00:00+01:00,2042.125
sc2015,y2030,2030-03-20T01:00:00+01:00,2013.61
sc2015,y2030,2030-03-20T02:00:00+01:00,1974.949
sc2015,y2030,2030-03-20T03:00:00+01:00,1969.498
sc2015,y2030,2030-03-20T04:00:00+01:00,1976.279
sc2015,y2030,2030-03-20T05:00:00+01:00,1992.38
sc2015,y2030,2030-03-20T06:00:00+01:00,2035.107
sc2015,y2030,2030-03-20T07:00:00+01:00,2096.486
sc2015,y2030,2030-03-20T08:00:00+01:00,2158.248
sc2015,y2030,2030-03-20T09:00:00+01:00,2197.097
sc2015,y2030,2030-03-20T10:00:00+01:00,2245.719
sc2015,y2030,2030-03-20T11:00:00+01:00,2244.842
sc2015,y2030,2030-03-20T12:00:00+01:00,2246.043
sc2015,y2030,2030-03-20T13:00:00+01:00,2252.651
sc2015,y2030,2030-03-20T14:00:00+01:00,2242.363
sc2015,y2030,2030-03-20T15:00:00+01:00,2235.492
sc2015,y2030,2030-03-20T16:00:00+01:00,2217.831
sc2015,y2030,2030-03-20T17:00:00+01:00,2208.816
sc2015,y2030,2030-03-20T18:00:00+01:00,2195.71
sc2015,y2030,2030-03-20T19:00:00+01:00,2232.857
sc2015,y2030,2030-03-20T20:00:00+01:00,2246.43
sc2015,y2030,2030-03-20T21:00:00+01:00,2212.762
sc2015,y2030,2030-03-20T22:00:00+01:00,2146.927
sc2015,y2030,2030-03-20T23:00:00+01:00,2072.634
sc2015,y2030,2030-03-21T00:00:00+01:00,1990.246
sc2015,y2030,2030-03-21T01:00:00+01:00,1925.738
sc2015,y2030,2030-03-21T02:00:00+01:00,1881.983
sc2015,y2030,2030-03-21T03:00:00+01:00,1853.596
sc2015,y2030,2030-03-21T04:00:00+01:00,1837.605
sc2015,y2030,2030-03-21T05:00:00+01:00,1840.626
sc2015,y2030,2030-03-21T06:00:00+01:00,1853.427
sc2015,y2030,2030-03-21T07:00:00+01:00,1859.23
sc2015,y2030,2030-03-21T08:00:00+01:00,1904.442
sc2015,y2030,2030-03-21T09:00:00+01:00,1966.936
sc2015,y2030,2030-03-21T10:00:00+01:00,2003.65
sc2015,y2030,2030-03-21T11:00:00+01:00,2020.706
sc2015,y2030,2030-03-21T12:00:00+01:00,2026.857
sc2015,y2030,2030-03-21T13:00:00+01:00,2034.086
sc2015,y2030,2030-03-21T14:00:00+01:00,2024.331
sc2015,y2030,2030-03-21T15:00:00+01:00,1982.525
sc2015,y2030,2030-03-21T16:00:00+01:00,1965.577
sc2015,y2030,2030-03-21T17:00:00+01:00,1957.446
sc2015,y2030,2030-03-21T18:00:00+01:00,1957.212
sc2015,y2030,2030-03-21T19:00:00+01:00,1989.837
sc2015,y2030,2030-03-21T20:00:00+01:00,2034.345
sc2015,y2030,2030-03-21T21:00:00+01:00,2015.673
sc2015,y2030,2030-03-21T22:00:00+01:00,1978.626
sc2015,y2030,2030-03-21T23:00:00+01:00,1922.04
sc2015,y2030,2030-03-22T00:00:00+01:00,1865.608
sc2015,y2030,2030-03-22T01:00:00+01:00,1810.346
sc2015,y2030,2030-03-22T02:00:00+01:00,1779.451
sc2015,y2030,2030-03-22T03:00:00+01:00,1753.925
sc2015,y2030,2030-03-22T04:00:00+01:00,1756.59
sc2015,y2030,2030-03-22T05:00:00+01:00,1761.605
sc2015,y2030,2030-03-22T06:00:00+01:00,1772.117
sc2015,y2030,2030-03-22T07:00:00+01:00,1775.469
sc2015,y2030,2030-03-22T08:00:00+01:00,1787.953
sc2015,y2030,2030-03-22T09:00:00+01:00,1848.508
sc2015,y2030,2030-03-22T10:00:00+01:00,1895.853
sc2015,y2030,2030-03-22T11:00:00+01:00,1925.257
sc2015,y2030,2030-03-22T12:00:00+01:00,1927.754
sc2015,y2030,2030-03-22T13:00:00+01:00,1931.2
sc2015,y2030,2030-03-22T14:00:00+01:00,1935.536
sc2015,y2030,2030-03-22T15:00:00+01:00,1902.786
sc2015,y2030,2030-03-22T16:00:00+01:00,1889.075
sc2015,y2030,2030-03-22T17:00:00+01:00,1881.091
sc2015,y2030,2030-03-22T18:00:00+01:00,1906.416
sc2015,y2030,2030-03-22T19:00:00+01:00,1942.146
sc2015,y2030,2030-03-22T20:00:00+01:00,1995.503
sc2015,y2030,2030-03-22T21:00:00+01:00,1975.918
sc2015,y2030,2030-03-22T22:00:00+01:00,1923.837
sc2015,y2030,2030-03-22T23:00:00+01:00,1860.084
sc2015,y2030,2030-03-23T00:00:00+01:00,1782.181
sc2015,y2030,2030-03-23T01:00:00+01:00,1697.552
sc2015,y2030,2030-03-23T02:00:00+01:00,1668.026
sc2015,y2030,2030-03-23T03:00:00+01:00,1649.268
sc2015,y2030,2030-03-23T04:00:00+01:00,1631.255
sc2015,y2030,2030-03-23T05:00:00+01:00,1664.088
sc2015,y2030,2030-03-23T06:00:00+01:00,1725.145
sc2015,y2030,2030-03-23T07:00:00+01:00,1793.041
sc2015,y2030,2030-03-23T08:00:00+01:00,1858.656
sc2015,y2030,2030-03-23T09:00:00+01:00,1891.774
sc2015,y2030,2030-03-23T10:00:00+01:00,1916.739
sc2015,y2030,2030-03-23T11:00:00+01:00,1912.468
sc2015,y2030,2030-03-23T12:00:00+01:00,1939.974
sc2015,y2030,2030-03-23T13:00:00+01:00,1963.883
sc2015,y2030,2030-03-23T14:00:00+01:00,1964.541
sc2015,y2030,2030-03-23T15:00:00+01:00,1971.2
sc2015,y2030,2030-03-23T16:00:00+01:00,2002.02
sc2015,y2030,2030-03-23T17:00:00+01:00,2046.679
sc2015,y2030,2030-03-23T18:00:00+01:00,2076.538
sc2015,y2030,2030-03-23T19:00:00+01:00,2153.913
sc2015,y2030,2030-03-23T20:00:00+01:00,2207.643
sc2015,y2030,2030-03-23T21:00:00+01:00,2198.283
sc2015,y2030,2030-03-23T22:00:00+01:00,2143.321
sc2015,y2030,2030-03-23T23:00:00+01:00,2066.679
sc2015,y2030,2030-03-24T00:00:00+01:00,1998.211
sc2015,y2030,2030-03-24T01:00:00+01:00,1952.26
sc2015,y2030,2030-03-24T02:00:00+01:00,1927.37
sc2015,y2030,2030-03-24T03:00:00+01:00,1902.791
sc2015,y2030,2030-03-24T04:00:00+01:00,1898.172
sc2015,y2030,2030-03-24T05:00:00+01:00,1896.857
sc2015,y2030,2030-03-24T06:00:00+01:00,1925.413
sc2015,y2030,2030-03-24T07:00:00+01:00,1988.921
sc2015,y2030,2030-03-24T08:00:00+01:00,2060.886
sc2015,y2030,2030-03-24T09:00:00+01:00,2091.301
sc2015,y2030,2030-03-24T10:00:00+01:00,2114.288
sc2015,y2030,2030-03-24T11:00:00+01:00,2119.411
sc2015,y2030,2030-03-24T12:00:00+01:00,2138.134
sc2015,y2030,2030-03-24T13:00:00+01:00,2151.039
sc2015,y2030,2030-03-24T14:00:00+01:00,2138.164
sc2015,y2030,2030-03-24T15:00:00+01:00,2142.131
sc2015,y2030,2030-03-24T16:00:00+01:00,2133.724
sc2015,y2030,2030-03-24T17:00:00+01:00,2134.194
sc2015,y2030,2030-03-24T18:00:00+01:00,2137.301
sc2015,y2030,2030-03-24T19:00:00+01:00,2174.159
sc2015,y2030,2030-03-24T20:00:00+01:00,2218.24
sc2015,y2030,2030-03-24T21:00:00+01:00,2209.865
sc2015,y2030,2030-03-24T22:00:00+01:00,2140.444
sc2015,y2030,2030-03-24T23:00:00+01:00,2083.462
sc2015,y2030,2030-03-25T00:00:00+01:00,2013.025
sc2015,y2030,2030-03-25T01:00:00+01:00,1962.997
sc2015,y2030,2030-03-25T02:00:00+01:00,1951.045
sc2015,y2030,2030-03-25T03:00:00+01:00,1952.881
sc2015,y2030,2030-03-25T04:00:00+01:00,1965.221
sc2015,y2030,2030-03-25T05:00:00+01:00,2015.346
sc2015,y2030,2030-03-25T06:00:00+01:00,2074.533
sc2015,y2030,2030-03-25T07:00:00+01:00,2170.212
sc2015,y2030,2030-03-25T08:00:00+01:00,2263.709
sc2015,y2030,2030-03-25T09:00:00+01:00,2334.504
sc2015,y2030,2030-03-25T10:00:00+01:00,2371.472
sc2015,y2030,2030-03-25T11:00:00+01:00,2400.513
sc2015,y2030,2030-03-25T12:00:00+01:00,2405.043
sc2015,y2030,2030-03-25T13:00:00+01:00,2404.723
sc2015,y2030,2030-03-25T14:00:00+01:00,2384.029
sc2015,y2030,2030-03-25T15:00:00+01:00,2362.944
sc2015,y2030,2030-03-25T16:00:00+01:00,2342.05
sc2015,y2030,2030-03-25T17:00:00+01:00,2324.29
sc2015,y2030,2030-03-25T18:00:00+01:00,2294.804
sc2015,y2030,2030-03-25T19:00:00+01:00,2310.97
sc2015,y2030,2030-03-25T20:00:00+01:00,2302.416
sc2015,y2030,2030-03-25T21:00:00+01:00,2250.908
sc2015,y2030,2030-03-25T22:00:00+01:00,2184.883
sc2015,y2030,2030-03-25T23:00:00+01:00,2115.58
sc2015,y2030,2030-03-26T00:00:00+01:00,2046.986
sc2015,y2030,2030-03-26T01:00:00+01:00,1998.314
sc2015,y2030,2030-03-26T02:00:00+01:00,1987.467
sc2015,y2030,2030-03-26T03:00:00+01:00,1983.815
sc2015,y2030,2030-03-26T04:00:00+01:00,1985.799
sc2015,y2030,2030-03-26T05:00:00+01:00,2014.005
sc2015,y2030,2030-03-26T06:00:00+01:00,2061.582
sc2015,y2030,2030-03-26T07:00:00+01:00,2124.604
sc2015,y2030,2030-03-26T08:00:00+01:00,2190.906
sc2015,y2030,2030-03-26T09:00:00+01:00,2209.65
sc2015,y2030,2030-03-26T10:00:00+01:00,2223.501
sc2015,y2030,2030-03-26T11:00:00+01:00,2226.797
sc2015,y2030,2030-03-26T12:00:00+01:00,2222.093
sc2015,y2030,2030-03-26T13:00:00+01:00,2219.544
sc2015,y2030,2030-03-26T14:00:00+01:00,2198.597
sc2015,y2030,2030-03-26T15:00:00+01:00,2184.697
sc2015,y2030,2030-03-26T16:00:00+01:00,2183.48
sc2015,y2030,2030-03-26T17:00:00+01:00,2181.487
sc2015,y2030,2030-03-26T18:00:00+01:00,2185.959
sc2015,y2030,2030-03-26T19:00:00+01:00,2230.102
sc2015,y2030,2030-03-26T20:00:00+01:00,2276.516
sc2015,y2030,2030-03-26T21:00:00+01:00,2261.487
sc2015,y2030,2030-03-26T22:00:00+01:00,2208.491
sc2015,y2030,2030-03-26T23:00:00+01:00,2143.557
sc2015,y2030,2030-03-27T00:00:00+01:00,2089.472
sc2015,y2030,2030-03-27T01:00:00+01:00,2049.562
sc2015,y2030,2030-03-27T02:00:00+01:00,2020.702
sc2015,y2030,2030-03-27T03:00:00+01:00,2004.417
sc2015,y2030,2030-03-27T04:00:00+01:00,1998.187
sc2015,y2030,2030-03-27T05:00:00+01:00,1993.277
sc2015,y2030,2030-03-27T06:00:00+01:00,2013.922
sc2015,y2030,2030-03-27T07:00:00+01:00,2063.557
sc2015,y2030,2030-03-27T08:00:00+01:00,2100.766
sc2015,y2030,2030-03-27T09:00:00+01:00,2122.88
sc2015,y2030,2030-03-27T10:00:00+01:00,2134.199
sc2015,y2030,2030-03-27T11:00:00+01:00,2133.151
sc2015,y2030,2030-03-27T12:00:00+01:00,2129.76
sc2015,y2030,2030-03-27T13:00:00+01:00,2131.905
sc2015,y2030,2030-03-27T14:00:00+01:00,2109.969
sc2015,y2030,2030-03-27T15:00:00+01:00,2096.705
sc2015,y2030,2030-03-27T16:00:00+01:00,2071.526
sc2015,y2030,2030-03-27T17:00:00+01:00,2052.854
sc2015,y2030,2030-03-27T18:00:00+01:00,2030.853
sc2015,y2030,2030-03-27T19:00:00+01:00,2048.216
sc2015,y2030,2030-03-27T20:00:00+01:00,2103.24
sc2015,y2030,2030-03-27T21:00:00+01:00,2086.798
sc2015,y2030,2030-03-27T22:00:00+01:00,2038.336
sc2015,y2030,2030-03-27T23:00:00+01:00,1988.975
sc2015,y2030,2030-03-28T00:00:00+01:00,1929.713
sc2015,y2030,2030-03-28T01:00:00+01:00,1883.926
sc2015,y2030,2030-03-28T02:00:00+01:00,1844.967
sc2015,y2030,2030-03-28T03:00:00+01:00,1824.383
sc2015,y2030,2030-03-28T04:00:00+01:00,1823.618
