Period,Scenario,LoadLevel,Ant_C3,Ant_C4,Ant_C7,Ant_C8,Gas_C1,Gas_C2,Gas_C21,Gas_C22,Gas_C31,Gas_C32,Gas_C33,Gas_C5,Gas_C6,Hyd_H25,Hyd_H26,Hyd_H27,Nuc_N23,Nuc_N24,Pum_H28,Pum_H29,Pum_H30,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Sub_C9
2030,sc01,01-01 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,352.00000000000006,352.00000000000006,0.0,0.0,49.5,0.0,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,48.625150000000275
2030,sc01,01-01 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.96494499999991,0.0,0.0,49.5,0.0,49.5,352.00000000000006,0.0,49.5,0.0,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.964945000000146,0.0,0.0,49.5,0.0,49.5,352.00000000000006,0.0,49.5,0.0,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.33480000000066,0.0,0.0,49.5,0.0,49.5,352.00000000000006,352.00000000000006,49.5,0.0,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,96.67199999999998,0.0,96.67199999999998,16.924104999999432,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,96.67199999999998,0.0,96.67199999999998,16.924104999999855,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,96.67199999999998,0.0,96.67199999999998,5.500450000001489,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,96.67199999999998,0.0,87.41440165999866,0.0,193.20000000000005,0.0,0.0,49.5,29.98708333999986,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,96.67199999999998,11.641345000000026,96.67199999999998,96.67199999999998,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 19:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,74.04238000000127,0.0,96.67199999999998,96.67199999999998,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
2030,sc01,01-01 21:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,16.06596999999904,0.0,0.0,0.0,193.20000000000005,0.0,0.0,49.5,49.5,49.5,352.00000000000006,352.00000000000006,49.5,49.5,49.5,72.00000000000001,72.00000000000001,187.15,187.15,187.15,0.0,0.0,0.0,0.0,0.0,72.00000000000001
