Period,Scenario,LoadLevel,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30
2030,sc01,01-01 01:00:00+01:00,0.33795500004,0.30863666668,0.26827333336000003,0.33795500004,0.30863666668,0.26827333336000003
2030,sc01,01-01 03:00:00+01:00,0.32691000008000004,0.36727333336,0.28654666672,0.32691000008000004,0.36727333336,0.28654666672
2030,sc01,01-01 05:00:00+01:00,0.3158650001200001,0.42591000004,0.30482000008,0.3158650001200001,0.42591000004,0.30482000008
2030,sc01,01-01 07:00:00+01:00,0.3048200001600001,0.48454666672,0.32309333343999996,0.3048200001600001,0.48454666672,0.32309333343999996
2030,sc01,01-01 09:00:00+01:00,0.29377500020000014,0.4441833334,0.34136666679999994,0.29377500020000014,0.4441833334,0.34136666679999994
2030,sc01,01-01 11:00:00+01:00,0.28273000024000017,0.40382000007999996,0.3596400001599999,0.28273000024000017,0.40382000007999996,0.3596400001599999
2030,sc01,01-01 13:00:00+01:00,0.2716850002800002,0.36345666675999994,0.3779133335199999,0.2716850002800002,0.36345666675999994,0.3779133335199999
2030,sc01,01-01 15:00:00+01:00,0.26064000032000023,0.3621191667600002,0.39618666687999987,0.26064000032000023,0.3230933334399999,0.39618666687999987
2030,sc01,01-01 17:00:00+01:00,0.24959500036000024,0.3217558334400002,0.41446000023999985,0.24959500036000024,0.2827300001199999,0.41446000023999985
2030,sc01,01-01 19:00:00+01:00,0.23855000040000024,0.28139250012000017,0.4327333335999998,0.23855000040000024,0.24236666679999988,0.4327333335999998
2030,sc01,01-01 21:00:00+01:00,0.22750500044000024,0.24102916680000014,0.4510066669599998,0.22750500044000024,0.20200333347999988,0.4510066669599998
2030,sc01,01-01 23:00:00+01:00,0.3154600004800002,0.29966583348000014,0.4692800003199998,0.21646000048000025,0.2606400001599999,0.4692800003199998
2030,sc01,01-02 01:00:00+01:00,0.29017700052000023,0.34881050016000015,0.46856933367999976,0.2901770005200003,0.3097846668399999,0.46856933367999976
2030,sc01,01-02 03:00:00+01:00,0.3638940005600002,0.39795516684000015,0.4678586670399998,0.3638940005600003,0.3589293335199999,0.4678586670399998
2030,sc01,01-02 05:00:00+01:00,0.3386110006000002,0.44709983352000016,0.4671480003999998,0.43761100060000035,0.4080740001999999,0.4671480003999998
2030,sc01,01-02 07:00:00+01:00,0.3133280006400002,0.39724450020000013,0.46643733375999985,0.41232800064000036,0.4292750000400001,0.46643733375999985
2030,sc01,01-02 09:00:00+01:00,0.2880450006800002,0.3473891668800001,0.33178533335999993,0.38704500068000036,0.37941966672000005,0.33178533335999993
2030,sc01,01-02 11:00:00+01:00,0.2627620007200002,0.29753383356000007,0.33107466671999997,0.36176200072000037,0.3295643334,0.33107466671999997
2030,sc01,01-02 13:00:00+01:00,0.23747900076000023,0.24767850024000007,0.33036400008,0.33647900076000037,0.27970900008000005,0.33036400008
2030,sc01,01-02 15:00:00+01:00,0.21219600080000023,0.19782316692000007,0.32965333344000003,0.31119600080000037,0.22985366676000005,0.32965333344000003
2030,sc01,01-02 17:00:00+01:00,0.18691300084000023,0.14796783360000007,0.32894266680000006,0.2859130008400004,0.17999833344000005,0.32894266680000006
2030,sc01,01-02 19:00:00+01:00,0.16163000088000024,0.09811250028000007,0.3282320001600001,0.2606300008800004,0.13014300012000005,0.3282320001600001
2030,sc01,01-02 21:00:00+01:00,0.13634700092000024,0.04825716696000007,0.3275213335200001,0.23534700092000038,0.08028766680000005,0.3275213335200001
2030,sc01,01-02 23:00:00+01:00,0.1288520009600024,0.09740183364000007,0.32681066688000016,0.21006400096000039,0.12943233348000005,0.32681066688000016
2030,sc01,01-03 01:00:00+01:00,0.12033850096000241,0.15772616696000008,0.34845933352000014,0.3005505009600004,0.18975666680000006,0.34845933352000014
2030,sc01,01-03 03:00:00+01:00,0.21082500096000242,0.2180505002800001,0.3701080001600001,0.2920370009600004,0.25008100012000006,0.3701080001600001
2030,sc01,01-03 05:00:00+01:00,0.20231150096000244,0.2783748336000001,0.3917566668000001,0.38252350096000043,0.31040533344000004,0.3917566668000001
2030,sc01,01-03 07:00:00+01:00,0.19379800096000244,0.33869916692000007,0.4134053334400001,0.3740100009600004,0.27172966676000004,0.4134053334400001
2030,sc01,01-03 09:00:00+01:00,0.18528450096000243,0.3000235002400001,0.43505400008000006,0.3654965009600004,0.23305400008000002,0.43505400008000006
2030,sc01,01-03 11:00:00+01:00,0.17677100096000242,0.2613478335600001,0.45670266672000004,0.3569830009600004,0.19437833340000002,0.45670266672000004
2030,sc01,01-03 13:00:00+01:00,0.16825750096000242,0.22267216688000005,0.47835133336,0.3484695009600004,0.15570266672000002,0.47835133336
2030,sc01,01-03 15:00:00+01:00,0.1597440009600024,0.18399650020000005,0.5,0.3399560009600004,0.11702700004000002,0.5
2030,sc01,01-03 17:00:00+01:00,0.1512305009600024,0.14532083352000005,0.41963133352000015,0.3314425009600004,0.07835133336000001,0.41963133352000015
2030,sc01,01-03 19:00:00+01:00,0.1427170009600024,0.10664516684000006,0.44128000016000013,0.3229290009600004,0.039675666680000006,0.44128000016000013
