Period,Scenario,LoadLevel,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_210,Node_211,Node_212,Node_213,Node_214,Node_215,Node_216,Node_217,Node_218,Node_219,Node_220,Node_221,Node_222,Node_223,Node_224,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_319,Node_320,Node_321,Node_322,Node_323,Node_324,Node_325
2020,sc01,08-23 02:00:00+01:00,54.60118753,49.03995547,91.00197922,37.41192479,35.89522514,68.75705097,63.1958189,86.45188026,88.47414646,98.58547749,0,0,133.9751361,98.07991094,160.2645967,50.55665512,0,168.3536616,91.50754577,64.71251856,0,0,0,0,49.89453802,44.81268693,83.15756337,34.18699827,32.80103888,62.83015899,57.74830789,78.9996852,80.84763105,90.08736032,0,0,122.4264127,89.62537385,146.4497088,46.19864632,0,153.8414922,83.61954983,59.13426728,0,0,0,0,46.55172414,41.81034483,77.58620691,31.89655173,30.60344828,58.62068966,53.87931035,73.70689656,75.43103449,84.05172415,0,0,114.2241379,83.62068966,136.637931,43.10344828,0,143.5344828,78.01724139,55.1724138,0,0,0,0,0
2020,sc01,08-23 03:00:00+01:00,53.45225136,48.00804057,89.0870856,36.62469075,35.13990599,67.31024245,61.86603167,84.63273132,86.61244433,96.5110094,0,0,131.1559871,96.01608115,156.8922563,49.49282533,0,164.8111084,89.58201385,63.35081643,0,0,0,0,48.55155044,43.60648512,80.91925074,33.26680308,31.9181489,61.13898945,56.19392412,76.8732882,78.67149377,87.66252163,0,0,119.1311191,87.21297024,142.5077916,44.9551393,0,149.7006139,81.36880213,57.5425783,0,0,0,0,46.05631128,41.36539069,76.7605188,31.55710217,30.27776019,57.99683643,53.30591583,72.92249286,74.62828217,83.1572287,0,0,113.0085416,82.73078137,135.1838026,42.64473267,0,142.0069598,77.18696613,54.58525781,0,0,0,0,0
2020,sc01,08-23 04:00:00+01:00,52.85106383,47.4680851,88.08510638,36.21276596,34.74468085,66.55319149,61.17021276,83.68085106,85.63829787,95.42553191,0,0,129.6808511,94.93617021,155.1276596,48.93617021,0,162.9574468,88.57446808,62.63829787,0,0,0,0,47.76955768,42.90413977,79.61592947,32.73099323,31.40406107,60.15425782,55.28883991,75.635133,77.40437588,86.25059026,0,0,117.2123406,85.80827954,140.212498,44.23107193,0,147.2894695,80.05824019,56.61577207,0,0,0,0,46.21006012,41.50347992,77.01676686,31.6624486,30.37883582,58.19044607,53.48386588,73.16592852,74.87741223,83.43483077,0,0,113.3857957,83.00695984,135.6350839,42.7870927,0,142.4810187,77.44463779,54.76747866,0,0,0,0,0
2020,sc01,08-23 05:00:00+01:00,52.10291933,46.79614051,86.83819888,35.70014843,34.25284512,65.6110836,60.30430478,82.49628894,84.42602669,94.07471546,0,0,127.8451261,93.59228102,152.9317169,48.24344382,0,160.6506679,87.32063332,61.7516081,0,0,0,0,45.84857548,41.17881316,76.41429246,31.41476468,30.14119314,57.73524319,53.06548088,72.59357784,74.29167323,82.78215017,0,0,112.4988195,82.35762632,134.5740595,42.4523847,0,141.3664411,76.83881631,54.33905242,0,0,0,0,46.00506168,41.31936095,76.6751028,31.52198671,30.24406833,57.93229989,53.24659917,72.84134766,74.54523883,83.0646947,0,0,112.8827902,82.63872191,135.0333755,42.59727933,0,141.8489402,77.10107559,54.52451755,0,0,0,0,0
2020,sc01,08-23 06:00:00+01:00,54.73478475,49.15994556,91.22464124,37.50346362,35.98305293,68.92528449,63.35044531,86.66340918,88.69062343,98.82669468,0,0,134.3029441,98.31989112,160.6567293,50.68035625,0,168.7655863,91.7314448,64.87085599,0,0,0,0,48.14355422,43.24004407,80.23925703,32.98725011,31.64992916,60.62521642,55.72170627,76.22729418,78.01038878,86.92586178,0,0,118.1300173,86.48008813,141.3102471,44.57736502,0,148.4426255,80.68503068,57.05902722,0,0,0,0,46.55172414,41.81034483,77.58620691,31.89655173,30.60344828,58.62068966,53.87931035,73.70689656,75.43103449,84.05172415,0,0,114.2241379,83.62068966,136.637931,43.10344828,0,143.5344828,78.01724139,55.1724138,0,0,0,0,0
2020,sc01,08-23 07:00:00+01:00,59.81147947,53.71956952,99.68579912,40.98193964,39.32050965,75.31815933,69.22624939,94.70150916,96.91674914,107.992949,0,0,146.7596487,107.439139,175.5577684,55.38099951,0,184.4187284,100.2396091,70.88767937,0,0,0,0,53.2095073,47.79002045,88.68251217,36.45836611,34.98032424,67.00456475,61.58507789,84.24838656,86.21910905,96.07272152,0,0,130.5603651,95.58004089,156.1797575,49.26806232,0,164.0626475,89.17519279,63.06311976,0,0,0,0,48.03796266,43.1452072,80.06327109,32.91490034,31.58051249,60.49224927,55.59949382,76.06010754,77.83929134,86.73521035,0,0,117.8709269,86.2904144,141.0003163,44.47959505,0,148.1170515,80.50806705,56.93388167,0,0,0,0,0
2020,sc01,08-23 08:00:00+01:00,65.44928255,58.78315192,109.0821376,44.84487878,43.02684316,82.41761506,75.75148443,103.6280307,106.0520782,118.1723157,0,0,160.593147,117.5663038,192.1057645,60.60118754,0,201.8019545,109.6881495,77.56952006,0,0,0,0,58.95545411,52.95073194,98.25909019,40.39540374,38.75775224,74.24020148,68.2354793,93.34613568,95.52967102,106.4473477,0,0,144.6592161,105.9014639,173.0451755,54.58838344,0,181.7793169,98.80497402,69.8731308,0,0,0,0,50.27586207,45.15517242,83.79310345,34.44827586,33.05172414,63.31034483,58.18965518,79.60344828,81.46551725,90.77586207,0,0,123.362069,90.31034483,147.5689655,46.55172414,0,155.0172414,84.25862069,59.5862069,0,0,0,0,0
2020,sc01,08-23 09:00:00+01:00,72.51657594,65.13062839,120.8609599,49.68728351,47.67293418,91.3171697,83.93122215,114.8179119,117.503711,130.9327066,0,0,177.934191,130.2612568,212.8495794,67.14497772,0,223.5927758,121.5324097,85.94557148,0,0,0,0,65.31339524,58.66110499,108.8556587,44.75177081,42.93750984,82.24649771,75.59420746,103.4128758,105.8318904,117.9269636,0,0,160.2597198,117.32221,191.7069101,60.47536596,0,201.3829687,109.4604124,77.40846844,0,0,0,0,52.90667511,47.51803228,88.17779185,36.25086998,34.78124012,66.62322051,61.23457768,83.76890226,85.72840875,95.52594117,0,0,129.8173047,95.03606455,155.290889,48.98766214,0,163.1289149,88.66766847,62.70420754,0,0,0,0,0
2020,sc01,08-23 10:00:00+01:00,78.66204848,70.65017317,131.1034141,53.89807025,51.71301335,99.0559129,91.04403759,124.5482434,127.4616526,142.0286986,0,0,193.0133597,141.3003463,230.8876793,72.83523007,0,242.5413161,131.8317664,93.22909449,0,0,0,0,71.7223359,64.41728317,119.5372265,49.14308201,47.1507949,90.31701558,83.01196285,113.5603652,116.216748,129.498662,0,0,175.9853612,128.8345663,210.5183378,66.40957028,0,221.143869,120.2013222,85.00424996,0,0,0,0,55.33248971,49.69677317,92.22081619,37.91300221,36.37598861,69.67795001,64.04223346,87.60977538,89.65912685,99.90588421,0,0,135.7695349,99.39354634,162.4111041,51.23378677,0,170.60851,92.73315406,65.57924707,0,0,0,0,0
2020,sc01,08-23 11:00:00+01:00,84.03265709,75.47377535,140.0544285,57.57793171,55.24369124,105.8189015,97.26001978,133.0517071,136.1640277,151.7256309,0,0,206.1912419,150.9475507,246.6514102,77.80801582,0,259.1006927,140.8325086,99.59426026,0,0,0,0,78.62427201,70.6162443,131.0404533,53.87218638,51.68817882,99.00834253,91.00031482,124.4884307,127.4004408,141.9604911,0,0,192.9206674,141.2324886,230.7767984,72.80025186,0,242.4248387,131.7684559,93.18432238,0,0,0,0,57.39955712,51.55330593,95.66592853,39.32932617,37.73489403,72.28092378,66.43467259,90.8826321,93.00854162,103.6380892,0,0,140.8415059,103.1066119,168.4783297,53.14773807,0,176.9819678,96.19740591,68.02910473,0,0,0,0,0
2020,sc01,08-23 12:00:00+01:00,89.16279071,80.08139536,148.6046512,61.09302326,58.61627908,112.2790698,103.1976744,141.1744186,144.4767442,160.9883721,0,0,218.7790698,160.1627907,261.7093024,82.55813954,0,274.9186047,149.4302326,105.6744186,0,0,0,0,84.03022194,75.47158822,140.0503699,57.57626318,55.24209035,105.815835,97.25720132,133.0478514,136.1600818,151.7212341,0,0,206.1852668,150.9431764,246.6442625,77.80576105,0,259.0931843,140.8284275,99.59137415,0,0,0,0,59.51787408,53.45586839,99.1964568,40.78076557,39.12749129,74.94843403,68.88642833,94.23663396,96.44099967,107.4628282,0,0,146.0392281,106.9117368,174.6959823,55.10914267,0,183.5134451,99.74754823,70.53970261,0,0,0,0,0
2020,sc01,08-23 13:00:00+01:00,93.65165761,84.11306286,156.086096,64.16872836,61.56729343,117.931717,108.3931222,148.2817912,151.7503711,169.0932707,0,0,229.7934191,168.2261257,274.884958,86.71449779,0,288.7592776,156.953241,110.9945572,0,0,0,0,88.97717615,79.91468598,148.2952936,60.96584292,58.49425469,112.0453329,102.9828428,140.8805289,144.1759799,160.6532347,0,0,218.3236267,159.829372,261.1644892,82.38627421,0,274.3462931,149.1191563,105.454431,0,0,0,0,61.55077506,55.28171463,102.5846251,42.17367921,40.46393545,77.5083834,71.23932298,97.45539384,99.73505218,111.1333439,0,0,151.0273647,110.5634293,180.6629231,56.99145839,0,189.7815564,103.1545397,72.94906673,0,0,0,0,0
2020,sc01,08-23 14:00:00+01:00,95.94952992,86.17689261,159.9158832,65.74319643,63.07793171,120.825334,111.0526967,151.920089,155.4737753,173.2422068,0,0,235.4317169,172.3537852,281.6296387,88.84215733,0,295.8443839,160.8043048,113.7179614,0,0,0,0,92.44514403,83.02943491,154.07524,63.34204313,60.77412246,116.4124036,106.9966945,146.371478,149.7953723,166.9148434,0,0,226.8329923,166.0588698,271.3436172,85.59735558,0,285.0391941,154.9312136,109.5646151,0,0,0,0,63.54950965,57.0768744,105.9158494,43.54318254,41.77791838,80.02530844,73.5526732,100.6200569,102.9737425,114.7421702,0,0,155.9316672,114.1537488,186.5295792,58.84213856,0,195.9443214,106.5042708,75.31793736,0,0,0,0,0
