Period,Scenario,LoadLevel,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_210,Node_211,Node_212,Node_213,Node_214,Node_215,Node_216,Node_217,Node_218,Node_219,Node_220,Node_221,Node_222,Node_223,Node_224,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_319,Node_320,Node_321,Node_322,Node_323,Node_324,Node_325
2020,sc01,08-23 02:00:00+01:00,10.92,9.808,18.2,7.482,7.179,13.751,12.639,17.29,17.695,19.717,0.0,0.0,26.795,19.616,32.053,10.111,0.0,33.671,18.302,12.943,0.0,0.0,0.0,0.0,9.979,8.963,16.632,6.837,6.56,12.566,11.55,15.8,16.17,18.017,0.0,0.0,24.485,17.925,29.29,9.24,0.0,30.768,16.724,11.827,0.0,0.0,0.0,0.0,9.31,8.362,15.517,6.379,6.121,11.724,10.776,14.741,15.086,16.81,0.0,0.0,22.845,16.724,27.328,8.621,0.0,28.707,15.603,11.034,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 03:00:00+01:00,10.69,9.602,17.817,7.325,7.028,13.462,12.373,16.927,17.322,19.302,0.0,0.0,26.231,19.203,31.378,9.899,0.0,32.962,17.916,12.67,0.0,0.0,0.0,0.0,9.71,8.721,16.184,6.653,6.384,12.228,11.239,15.375,15.734,17.533,0.0,0.0,23.826,17.443,28.502,8.991,0.0,29.94,16.274,11.509,0.0,0.0,0.0,0.0,9.211,8.273,15.352,6.311,6.056,11.599,10.661,14.584,14.926,16.631,0.0,0.0,22.602,16.546,27.037,8.529,0.0,28.401,15.437,10.917,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 04:00:00+01:00,10.57,9.494,17.617,7.243,6.949,13.311,12.234,16.736,17.128,19.085,0.0,0.0,25.936,18.987,31.026,9.787,0.0,32.591,17.715,12.528,0.0,0.0,0.0,0.0,9.554,8.581,15.923,6.546,6.281,12.031,11.058,15.127,15.481,17.25,0.0,0.0,23.442,17.162,28.042,8.846,0.0,29.458,16.012,11.323,0.0,0.0,0.0,0.0,9.242,8.301,15.403,6.332,6.076,11.638,10.697,14.633,14.975,16.687,0.0,0.0,22.677,16.601,27.127,8.557,0.0,28.496,15.489,10.953,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 05:00:00+01:00,10.421,9.359,17.368,7.14,6.851,13.122,12.061,16.499,16.885,18.815,0.0,0.0,25.569,18.718,30.586,9.649,0.0,32.13,17.464,12.35,0.0,0.0,0.0,0.0,9.17,8.236,15.283,6.283,6.028,11.547,10.613,14.519,14.858,16.556,0.0,0.0,22.5,16.472,26.915,8.49,0.0,28.273,15.368,10.868,0.0,0.0,0.0,0.0,9.201,8.264,15.335,6.304,6.049,11.586,10.649,14.568,14.909,16.613,0.0,0.0,22.577,16.528,27.007,8.519,0.0,28.37,15.42,10.905,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 06:00:00+01:00,10.947,9.832,18.245,7.501,7.197,13.785,12.67,17.333,17.738,19.765,0.0,0.0,26.861,19.664,32.131,10.136,0.0,33.753,18.346,12.974,0.0,0.0,0.0,0.0,9.629,8.648,16.048,6.597,6.33,12.125,11.144,15.245,15.602,17.385,0.0,0.0,23.626,17.296,28.262,8.915,0.0,29.689,16.137,11.412,0.0,0.0,0.0,0.0,9.31,8.362,15.517,6.379,6.121,11.724,10.776,14.741,15.086,16.81,0.0,0.0,22.845,16.724,27.328,8.621,0.0,28.707,15.603,11.034,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 07:00:00+01:00,11.962,10.744,19.937,8.196,7.864,15.064,13.845,18.94,19.383,21.599,0.0,0.0,29.352,21.488,35.112,11.076,0.0,36.884,20.048,14.178,0.0,0.0,0.0,0.0,10.642,9.558,17.737,7.292,6.996,13.401,12.317,16.85,17.244,19.215,0.0,0.0,26.112,19.116,31.236,9.854,0.0,32.813,17.835,12.613,0.0,0.0,0.0,0.0,9.608,8.629,16.013,6.583,6.316,12.098,11.12,15.212,15.568,17.347,0.0,0.0,23.574,17.258,28.2,8.896,0.0,29.623,16.102,11.387,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 08:00:00+01:00,13.09,11.757,21.816,8.969,8.605,16.484,15.15,20.726,21.21,23.634,0.0,0.0,32.119,23.513,38.421,12.12,0.0,40.36,21.938,15.514,0.0,0.0,0.0,0.0,11.791,10.59,19.652,8.079,7.752,14.848,13.647,18.669,19.106,21.289,0.0,0.0,28.932,21.18,34.609,10.918,0.0,36.356,19.761,13.975,0.0,0.0,0.0,0.0,10.055,9.031,16.759,6.89,6.61,12.662,11.638,15.921,16.293,18.155,0.0,0.0,24.672,18.062,29.514,9.31,0.0,31.003,16.852,11.917,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 09:00:00+01:00,14.503,13.026,24.172,9.937,9.535,18.263,16.786,22.964,23.501,26.187,0.0,0.0,35.587,26.052,42.57,13.429,0.0,44.719,24.306,17.189,0.0,0.0,0.0,0.0,13.063,11.732,21.771,8.95,8.588,16.449,15.119,20.683,21.166,23.585,0.0,0.0,32.052,23.464,38.341,12.095,0.0,40.277,21.892,15.482,0.0,0.0,0.0,0.0,10.581,9.504,17.636,7.25,6.956,13.325,12.247,16.754,17.146,19.105,0.0,0.0,25.963,19.007,31.058,9.798,0.0,32.626,17.734,12.541,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 10:00:00+01:00,15.732,14.13,26.221,10.78,10.343,19.811,18.209,24.91,25.492,28.406,0.0,0.0,38.603,28.26,46.178,14.567,0.0,48.508,26.366,18.646,0.0,0.0,0.0,0.0,14.344,12.883,23.907,9.829,9.43,18.063,16.602,22.712,23.243,25.9,0.0,0.0,35.197,25.767,42.104,13.282,0.0,44.229,24.04,17.001,0.0,0.0,0.0,0.0,11.066,9.939,18.444,7.583,7.275,13.936,12.808,17.522,17.932,19.981,0.0,0.0,27.154,19.879,32.482,10.247,0.0,34.122,18.547,13.116,0.0,0.0,0.0,0.0,0.0
2020,sc01,08-23 11:00:00+01:00,16.807,15.095,28.011,11.516,11.049,21.164,19.452,26.61,27.233,30.345,0.0,0.0,41.238,30.19,49.33,15.562,0.0,51.82,28.167,19.919,0.0,0.0,0.0,0.0,15.725,14.123,26.208,10.774,10.338,19.802,18.2,24.898,25.48,28.392,0.0,0.0,38.584,28.246,46.155,14.56,0.0,48.485,26.354,18.637,0.0,0.0,0.0,0.0,11.48,10.311,19.133,7.866,7.547,14.456,13.287,18.177,18.602,20.728,0.0,0.0,28.168,20.621,33.696,10.63,0.0,35.396,19.239,13.606,0.0,0.0,0.0,0.0,0.0
